,Full_Names,Gender
21255,Nguyễn Thị Thanh Thảo,0
21256,Lê Đình Đức,1
21257,Nguyễn Phi Hùng,1
21258,Võ Thị Lan Nhi,0
21259,Huỳnh Thị Kim Anh,0
21260,Trần Thế Cường,1
21261,Nguyễn Lộc Linh,1
21262,Trương Thị Kiều Diễm,0
21263,Lữ Thị Hồng Na,0
21264,Phan Trung Hiếu,1
21265,Châu Huyền Trân,0
21266,Trần Việt Khoa,1
21267,Huỳnh Hữu Nghĩa,1
21268,Phạm Ngọc Hà Trang,0
21269,Lê Văn Châu,1
21270,Lư Trung Kiên,1
21271,Trần Quang Huy,1
21272,Phan Hoài Khôi Nguyên,1
21273,Nguyễn Hồng Na,0
21274,Nguyễn Thị Thúy,0
21275,Nguyễn Công Trường Sơn,1
21276,Nguyễn Thanh Nhã,1
21277,Sầm Thị Hằng,0
21278,Hà Mỹ Ngọc,0
21279,Nguyễn Hoàng Hải,1
21280,Huỳnh Thị Kiều My,0
21281,Trần Võ Thanh Ngân,0
21282,Dương Minh Hiếu,1
21283,Lý Yến Phụng,0
21284,Trần Thị Thành,0
21285,Nguyễn Xuân Trường Giang,1
21286,Lê Kiều Loan,0
21287,Phạm Hồng Lê,0
21288,Nguyễn Hoài Nam,1
21289,Phan Thị Thu Hiền,0
21290,Trương Văn Xinh,1
21291,Trần Tấn Bách,1
21292,Nguyễn Thành Tiến,1
21293,Võ Quốc Thịnh,1
21294,Đỗ Thị Đào,0
21295,Nguyễn Trần Khang,1
21296,Ngô Hồ Phương Oanh,0
21297,Trần Tấn Tài,1
21298,Lê Đỗ Mỹ Khanh,0
21299,Phạm Nguyễn Bửu ĐiỀn,1
21300,Phan Thị Như Trà,0
21301,Nguyễn Văn Đấu,1
21302,Đinh Ngọc Hải,1
21303,Lê Anh Tuấn,1
21304,Nguyễn Ích Tài,1
21305,Trương Đức Vũ,1
21306,Phạm Đức Huy,1
21307,Lê Thạch Bảo,1
21308,Nguyễn Văn Tiến,1
21309,Dương Thị Huỳnh Như,0
21310,Hoàng Thanh Lập,1
21311,Hoàng Thị Hải Yến,0
21312,Phan Thái Phúc,1
21313,Dương Thoại Huỳnh,0
21314,Huỳnh Thị Phương Thúy,0
21315,Đặng Thị Thu Hiền,0
21316,Đặng Ngô Hồng Hải,1
21317,Nguyễn Thị Thùy Trang,0
21318,Phạm Minh Quý,1
21319,Nguyễn Hoàng Phương Trang,0
21320,Mai Thanh Duy,1
21321,Lê Quang Quý,1
21322,Nguyễn Phương Lan,0
21323,Nguyễn Tiến Đạt,1
21324,Triệu Huệ Mẩn,0
21325,Trần Văn Thịnh,1
21326,Nguyễn Hoàng Tú,1
21327,Bùi Thị Bến,0
21328,Trần Khánh Linh,0
21329,Lê Thị Việt Hà,0
21330,Nguyễn Duy Kha,1
21331,Nguyễn Xuân Nhân,1
21332,Trần Thị Kim Tuyền,0
21333,Lê Thị Yến Nhi,0
21334,Nguyễn Tấn Phát,1
21335,Lê Thành Vinh,1
21336,Phan Thị Nguyệt,0
21337,Trần Thanh Phương,0
21338,Đàm Thị Linh,0
21339,Bùi Thị Phương Nhung,0
21340,ĐặngHoàng Khánh,1
21341,Huỳnh Văn Hùng,1
21342,Đinh Thị Phương Thảo,0
21343,Lê Công Phát,1
21344,Lê Hữu Thắng,1
21345,Trương Nguyễn Ánh Linh,0
21346,Nguyễn Hoàng Thuận,0
21347,Đặng Thành Long,1
21348,Đoàn Trung Hải,1
21349,Đặng Hồng Quang,1
21350,Nguyễn Duy Lâm,1
21351,Đặng Hoàng Long,1
21352,Trương Đức Công,1
21353,Nguyễn Thị Vân Anh,0
21354,Đào Nhật Nam,1
21355,Đoàn Thùy Dương,0
21356,Nguyễn Thị Thúy An,0
21357,Nguyễn Thị Thùy Nguyên,0
21358,Nguyễn Thị Thúy Vân,0
21359,Trần Quốc Trí,1
21360,Thạch Thị Sari,0
21361,Nguyễn Minh Toại,1
21362,Phạm Thanh Lâm,1
21363,Bùi Ngọc Minh Quang,1
21364,Nguyễn Thị Huỳnh Giao,0
21365,Phan Thị HẠ Vi,0
21366,Nguyễn Hồng Phú Nhuận,1
21367,Tô Công Hậu,1
21368,Lã Mai Win,1
21369,Võ Duy Tân,1
21370,Phan Thị Hồng Diễm,0
21371,Nguyễn Hoàng Mỹ Phương,0
21372,Thạch Thị Như Bình,0
21373,Đỗ Xuân Thiện,1
21374,Bùi Thị Diễm Trinh,0
21375,Bùi Thị Ánh,0
21376,Ngô Thị Tường Vi,0
21377,Thái Mỹ Giang,0
21378,Võ Minh Khiêm,1
21379,Phạm Minh Phương,0
21380,Văn Hồng Tiên,1
21381,Nguyễn Ngọc Trung,1
21382,Vi Thị Hoài Phương,0
21383,Bùi Anh Thuận,1
21384,Hoàng Thị Lanh,0
21385,Phạm Thị Ánh Tuyết,0
21386,Nguyễn Hải Triều,1
21387,Thái Thị Thùy Linh,0
21388,Lê Vũ An,1
21389,Nguyễn Hữu Minh Quân,1
21390,Phan Huỳnh Thành Khương,1
21391,Nguyễn Phúc Nguyên,1
21392,Tống Hoàng Nam,1
21393,Nguyễn Thị Như Hoài,0
21394,Huỳnh Thị Bích Ngọc,0
21395,Võ Hoàng Nguyên Hưng,1
21396,Trần Quang Huy,1
21397,Nguyễn Đất Thành,1
21398,Lê Thị Thanh Trúc,0
21399,Huỳnh Tấn Vũ,1
21400,Đoàn Quang Anh,1
21401,Đặng Sỹ Quốc Khánh,1
21402,Võ Xuân Tú,1
21403,Nguyễn Thanh Đức Hạnh,0
21404,Nguyễn Hồ Cẩm Tiên,0
21405,Đỗ Đình Tuyên,1
21406,Đặng Tấn Lực,1
21407,Hoàng Thị Ngọc Tuyên,0
21408,Trần Hòa,1
21409,Nguyễn Thu Hiền,0
21410,Đỗ Đình MẾn,1
21411,Nguyễn Thị Bích Ngọc,0
21412,Lê Trọng Thức,1
21413,Nguyễn Minh Khôi,1
21414,Phạm Thị Yến Khoa,0
21415,Đỗ Thị Bích Ngọc,0
21416,Hồ Ngọc Phương Khanh,0
21417,Đỗ Hoàng Đạt,1
21418,Phan Thị Thu Trang,0
21419,Nguyễn Đức Quang,1
21420,Nguyễn Phương Hồng Diễm,0
21421,Nguyễn Thị Mỹ Thanh,0
21422,Trần Thị Ngọc Xứng,0
21423,Nguyễn Anh Huy,1
21424,Sú Cún Sầu,1
21425,Nguyễn Cực Vi Đa,1
21426,Trần Trọng Toàn,1
21427,Lê Thị Mỹ Hạnh,0
21428,Trương Thị Hoài Ánh,0
21429,Chau Phol La,1
21430,Huỳnh Ngọc Khánh Vân,0
21431,Nguyễn Quang Cường,1
21432,Nguyễn Thành Quốc Bảo,1
21433,Đinh Hoàng Minh Khoa,1
21434,Hồ Quang Thành,1
21435,Phạm Thị Thanh Thúy,0
21436,Trần Thị Thúy Ngọc,0
21437,Nguyễn Hạnh Nhân,0
21438,Tô Anh Toàn,1
21439,Nguyễn Hồng Hà,1
21440,Phan Thị Hạnh,0
21441,Nguyễn Long Hậu,1
21442,Nguyễn Văn Nghĩa,1
21443,Nguyễn Từ Đức Minh,1
21444,Nguyễn Tuấn Huy,1
21445,Phạm Phước Lâm,1
21446,Dương Quốc Khánh,1
21447,Phan Thành Nguyên,1
21448,Nguyễn Cao Kỳ,1
21449,Nguyễn Xuân Hưng,1
21450,Nguyễn Tiến Nghiệp,1
21451,Ngô Văn Nu Phương,1
21452,Lê Đình Nam,1
21453,Trần Xuân Viễn,1
21454,Nguyễn Phương Đan,0
21455,Đặng Văn Tình,1
21456,Phan Công Quyền,1
21457,Trần Văn Tâm,1
21458,Đinh Huỳnh Hoàng Liên,0
21459,Ngô Trung Dinh,1
21460,Lê Huyền Linh,0
21461,Đàng Thị Mai Thảo,0
21462,Nguyễn Danh Công Điền,1
21463,Nguyễn Thị Anh Thư,0
21464,Phạm Anh Tuấn,1
21465,Nguyễn Văn Khánh Đức,1
21466,Trương Thanh Ngân,0
21467,Lê Công Tiến,1
21468,Nguyễn Thị Tuyết Nhi,0
21469,Lê Đức Sơn,1
21470,Đỗ Tấn Cảnh,1
21471,Đỗ Đức Tài,1
21472,Lương Văn Quân,1
21473,Nguyễn Thị Vi,0
21474,Toukmany Borlommavo,0
21475,Trương Thanh Mai,0
21476,Lê Văn Đô,1
21477,Ngô Minh Phong,1
21478,Nguyễn Ngọc Quang Thịnh,1
21479,Võ NgọcThi Ân,0
21480,Lê Thị Kim Thùy,0
21481,Nguyễn Văn Tiến,1
21482,Vũ Minh Nhật,1
21483,Nguyễn Ngọc Thành,1
21484,Lê Văn Tuấn,1
21485,Nguyễn Duy Khánh,1
21486,Trần Hiếu,0
21487,Nguyễn Thị Thu Huyền,0
21488,Trương Thanh Sơn,1
21489,Lê Văn Bảo,1
21490,Thủy Ngọc Hà,1
21491,Trần Thị Linh Nhi,0
21492,Nguyễn Thị Linh,0
21493,Phạm Thị Thanh Thúy,0
21494,Lương Quốc Huy,1
21495,Khưu Ngọc Anh,0
21496,Đoàn Hương Quân,1
21497,Trần Vi Riêm,1
21498,Nguyễn Thị Hồng Vi,0
21499,Đoàn Phúc Quí,1
21500,Nguyễn Thị Thơm,0
21501,Nguyễn Hữu Tiến,1
21502,Hoàng Mạnh Tân,1
21503,Nguyễn Thị Ánh Tuyết,0
21504,Lê Xuân Phước,1
21505,Trương Hồ Bảo Trân,0
21506,Bạch Hồng Thái,1
21507,Hồ Ngọc Hải,1
21508,Huỳnh Thiện Phúc,1
21509,Nguyễn Phi Cường,1
21510,Nguyễn Thanh Tùng,1
21511,Võ Thị Kiều Dung,0
21512,Lê Thị Mỹ Huyền,0
21513,Phan Lê Hải Yến,0
21514,Lư Hữu Thiện,1
21515,Võ Thiện Sang,1
21516,Nguyễn Văn Triệu,1
21517,Đinh Đức Liêm,1
21518,Trương Hoàng Yến,0
21519,Trần Nhã Hoài An,1
21520,Đỗ Minh Nhật,1
21521,Trần Thị Thu Hiền,0
21522,Trần Ngọc Trâm,0
21523,Lê Thị Minh Phương,0
21524,Vũ Thị Huyền Trang,0
21525,Phạm Xuân Mai,0
21526,Lê Thị Vân,0
21527,Nguyễn Anh Duy,1
21528,Hoàng Đại Nhơn,1
21529,Nguyễn Thị Kiều Trâm,0
21530,Nguyễn Văn Đạt,1
21531,Ngô Anh Khoa,1
21532,Nguyễn Đức Linh,1
21533,Văn Thị Hậu,0
21534,Trương Phi Vương,1
21535,Huỳnh Hiếu,1
21536,Dương Thị Ngọc Anh,0
21537,Nguyễn Hữu Hoàng Nguyên,1
21538,Phan Hữu Danh,1
21539,Nguyễn Trọng Trí,1
21540,Huỳnh Thị Lan Anh,0
21541,Nguyễn KỲ Anh,1
21542,Võ Vân Hồng Thắm,0
21543,Nguyễn Minh Tâm,1
21544,Trần Huy Phát,1
21545,Hồ Hoàng Phi Long,1
21546,Lê Thị Mỹ Duyên,0
21547,Trương Xuân Nguyên,0
21548,Nguyễn Minh Hiến,1
21549,Đỗ Thị Thùy Trang,0
21550,Nguyễn Minh Châu,0
21551,Phạm Thị Liễu,0
21552,Huỳnh Nguyễn Phương Trang,0
21553,Trần Thị Khánh Duy,0
21554,Nguyễn Xuân Hảo,1
21555,Nguyễn Ngọc Hoa Cúc,0
21556,Nguyễn Thanh Hưng,1
21557,Nguyễn Thị Thanh Trúc,0
21558,Nguyễn Thanh Nhân,1
21559,Phạm Anh Tuấn,1
21560,K Bừng,1
21561,Lê Hải,1
21562,Lương Công Vũ,1
21563,Hùynh Xuân Hữu,1
21564,Mai Hồng Duy,1
21565,Nguyễn Hữu Lý,1
21566,Trần Văn Giang,1
21567,Nguyễn Đăng Tuất,1
21568,Nguyễn Ngọc Thúy Hằng,0
21569,Đặng Thị Lệ Giang,0
21570,Nguyễn Ngọc Khánh Như,0
21571,Lương Thủy Tiên,0
21572,Lê Thành An,1
21573,Trần Gia Bảo,1
21574,Bùi Hữu Phúc,1
21575,Võ Gia Huy,1
21576,Thạch Thị Hoàng Lương,0
21577,Đào Điền Khang,1
21578,Trần Diệp Hồng Thắm,0
21579,Tạ Đình Nam,1
21580,Nguyễn Thế Mạnh,1
21581,Võ Nguyễn Châu Thuận,1
21582,Bùi Thanh Nhân,1
21583,Lý Văn Mẫn,1
21584,Dư Quốc Dũng,1
21585,Nguyễn Anh Dũng,1
21586,Nguyễn Thị Trang,0
21587,Nguyễn Văn Trường,1
21588,Trương Nữ Hoàng Oanh,0
21589,Dương Nguyễn Khang Trường,1
21590,Nguyễn Thục Anh,0
21591,Nguyễn Cao Hoàng,1
21592,Ngô Hoàng Huy,1
21593,Trương Cẩm Hồng,0
21594,Nguyễn Đình Tuấn Vũ,1
21595,Trần Quốc Danh,1
21596,Nguyễn Hoàng Tuấn,1
21597,Nguyễn Thành Vương,1
21598,Phan Văn Lợi,1
21599,Nguyễn Khắc Khải,1
21600,Đinh Thị Kim Dung,0
21601,Lương Minh Hoàng,1
21602,Nguyễn Thanh Sang,1
21603,Lê Ngọc Quang,1
21604,Dương Nhật Kha,1
21605,Phạm Quốc Trường,1
21606,Ngô Hải Yến,0
21607,Mai An Gin,1
21608,Trần Thị Hằng Nga,0
21609,Trịnh Thị Hồng Nhung,0
21610,Phạm Hòa Chính,1
21611,Đặng Thị Huệ,0
21612,Mai Nguyễn Tấn Phát,1
21613,Đặng Văn Khoa,1
21614,Nguyễn Phi Khang,1
21615,Nguyễn Phương Đình,1
21616,Đoàn Văn Phúc,1
21617,Đào Hữu Văn,1
21618,Nguyễn Văn Quốc Bảo,1
21619,Đậu Đức Việt Anh,1
21620,Trương Đăng Khoa,1
21621,Đặng Phúc Toàn,1
21622,Võ Văn Tư,1
21623,Lâm Mai Phương Thanh,0
21624,Võ Hồng Phú,1
21625,Nguyễn Văn Vinh,1
21626,Nguyễn Quốc Huy,0
21627,Huỳnh Thị Ngọc Mai,0
21628,Nguyễn Thành Luân,1
21629,Nguyễn Thị Tuyết Nga,0
21630,Bùi Công Thắng,1
21631,Trịnh Thị Thương,0
21632,Nguyễn Thị Mỹ Dung,0
21633,Nguyễn Trung Văn,1
21634,Đặng Xuân Mai,0
21635,Lê Bảo Anh,1
21636,Lê Đức Tài,1
21637,Nguyễn Quốc Trường,1
21638,Nguyễn Hà Quỳnh Như,0
21639,Võ Thị Xuân,0
21640,Trần Thị Yến Nhi,0
21641,Từ Thiện Trí Thức,1
21642,Lê Nhật Hạ,0
21643,Đỗ Thúy Vy,0
21644,Trương Thị Nhã Thanh,0
21645,Đào Viết Nguyên Khang,1
21646,Nguyễn Thi Ngo Quỳnh,0
21647,Trần Thị Thu Trang,0
21648,Phan Văn Linh,1
21649,Nguyễn Đình Tuấn Anh,1
21650,Nguyễn Tuấn Trường,1
21651,Nguyễn Huỳnh Thu Hiền,0
21652,Lê Thị Diệu Hương,0
21653,Nguyễn Vĩnh Huy,1
21654,La Thanh Nhật Trường,1
21655,Phan Lê Duy Linh,1
21656,Ngô Thị Hường,0
21657,Lê Thị Thu Phương,0
21658,Phùng Thị Phương Nhi,0
21659,Nguyễn Trương Thanh Tiến,1
21660,Tăng Kiều Hưng,1
21661,Trần Thanh Nhung,0
21662,Huỳnh Trần Minh Hiếu,1
21663,Lê Duy Hiếu,1
21664,Võ Thị Hương Trà,0
21665,Nguyễn Thị Tuyết Nhung,0
21666,Đào Thị Bích Hiếu,0
21667,Huỳnh Tấn Kiệt,1
21668,Huỳnh Phước Đức,1
21669,Lê Thanh Duẩn,1
21670,Danh Thị Cẩm Vân,0
21671,Phan Vũ Phong,1
21672,Nguyễn Minh Quang,1
21673,Nguyễn Lê Trọng Hiếu,1
21674,Trần Trọng Huy,1
21675,Trần Thị Thu Hương,0
21676,Nguyễn Thị Ngọc Giàu,0
21677,Đoàn An Lê Phú,0
21678,Nguyễn Thị Minh Khánh,0
21679,BẠch Thị Thùy Giang,0
21680,Lý Thị Hồng Lưu,0
21681,Nguyễn Thị Ngọc Nhung,0
21682,Trần Bình Luật,1
21683,Nguyễn Hoài Bảo,1
21684,Phan Thiên Ân,1
21685,Trần Huyền Quyên,0
21686,Nguyễn Thị Nhật Hằng,0
21687,Nguyễn Thị Kim Uyên,0
21688,Phan Quang Tấn,1
21689,Đặng Hoàng Phong,1
21690,Lê Thanh NghỊ,1
21691,Phạm Thị Hương Thảo,0
21692,Hoàng Nhật Anh,1
21693,Nguyễn Thành Được,1
21694,Cái Ngọc Anh Tài,1
21695,Nguyễn Thị Hằng,0
21696,Nguyễn Minh Khánh,1
21697,Đặng Văn Khoa,1
21698,Nguyễn Cao Quốc Bảo,1
21699,Trần Đăng Huy,1
21700,Trương Thúy Vi,0
21701,Lê Thuận Phương,1
21702,Lê Thị Ngọc Lắm,0
21703,Dương Hồng Ngọc,0
21704,Lê Văn Tâm,1
21705,Lê Viết Tám,1
21706,Trần Trọng Kiên,1
21707,Phạm Công Thịnh,1
21708,Nguyễn Ngọc Trang,0
21709,Diệp Trường Hải,1
21710,Nguyễn Hoàng Vũ,1
21711,Nguyễn Ngọc Thiên Phương,0
21712,Siu Hanh,0
21713,Thôi Đặng Thắng Tường,1
21714,Nguyễn Thị Anh Thư,0
21715,Phan Thị Cẩm Thu,0
21716,Lê Chí Dũng,1
21717,Vũ Kim Ngân,0
21718,Điểu Quyết,1
21719,Nguyễn Trần Khánh Quỳnh,0
21720,Lương Văn Vĩ,1
21721,Đỗ Thị Diệu,0
21722,Trịnh Ngọc Pháp,1
21723,Lê Minh Thiện,1
21724,Trần Hoàng Long,1
21725,Trần Hoàng Vy,0
21726,Nguyễn Tiến Dũng,1
21727,Võ Thành An,1
21728,Đỗ Nguyễn Hoàng Huy,1
21729,TẠ Thị Ngọc Trinh,0
21730,Lưu Hoàng Long,1
21731,Lê Thị Duyến,0
21732,Võ Văn Tài,1
21733,Lê Văn Pa,1
21734,Lâm Hào Khôn,1
21735,Phạm Thị Huỳnh Lưu,0
21736,Nguyễn Gia Huy,1
21737,Nguyễn Trần Minh Thiện,1
21738,Đinh Hoàng Thảo Quyên,0
21739,Nguyễn Thị Hồng Mỹ,0
21740,Nguyễn Thanh Khiêm,1
21741,Dương Túy Mẩn,0
21742,Nguyễn Thị Mộng Kiều,0
21743,Hồ Đình Minh,1
21744,Phương Kỳ Đông,1
21745,Nguyễn Thị Như Bình,0
21746,Đỗ Thị Ngọc Pha,0
21747,Bùi Ngọc Phát,1
21748,Hà Hữu Huy,1
21749,Huỳnh Thái Duy,1
21750,Nguyễn Ngọc Thảo,0
21751,Nguyễn Hữu Tân,1
21752,Nguyễn Đức Minh Nguyên,1
21753,Phan Thị Hoài Nhã,0
21754,Đào Thị Kim Anh,0
21755,Phạm Thị Duyến,0
21756,Đinh Hoàng Luôn,1
21757,Lê Quang Hoàng,1
21758,Nguyễn Thu Hà,0
21759,Lê Ngọc Yến Nhi,0
21760,Lê Thị Kim Phượng,0
21761,Hoàng Diệu Linh,0
21762,Vũ Song Thiên,1
21763,Huỳnh Quang HẠ,1
21764,Lê Minh Dương,1
21765,Lã Văn Thùy,1
21766,Hoàng Thị Tâm,0
21767,Hà Thị Minh Lam,0
21768,Cao Viết Phương,1
21769,Nguyễn Đình Quyết,1
21770,Hoàng Khánh Chi,0
21771,Nguyễn Thị Hồng Phúc,0
21772,Đinh Đăng Tường,1
21773,Lê Đức Diệu,1
21774,Lê Thị Phương Thanh,0
21775,Võ Hồng Phúc Hạnh,0
21776,Nguyễn Thị Kim Ngân,0
21777,Đặng Văn Huy,1
21778,Vương Huyền Trân,1
21779,Nguyễn Đức Tuyến,1
21780,Phạm Duy Khánh,1
21781,Nguyễn Thị Kiều Mi,0
21782,Lê Ngọc Hải,1
21783,Lê Thị Xuân An,0
21784,Võ Hoàng Nguyên Phúc,1
21785,Võ Văn Nhất,1
21786,Phạm Quốc Việt,1
21787,Bàn Thị Nghĩa,0
21788,Hoàng Đình Sáng,1
21789,Phan Thi Thanh Phượng,0
21790,Phạm Thị Kim Liên,0
21791,Nguyễn Thị Xuân Hương,0
21792,Lưu Tiến Dũng,1
21793,Nguyễn Lê Việt Hoàng,1
21794,Ngô Thị Thanh Hiền,0
21795,Phạm Duy Linh,1
21796,Nguyễn Thị Thu Trang,0
21797,Trương Minh Huy,1
21798,Nguyễn Hoàng Khang,1
21799,Nguyễn Tố Uyên,0
21800,Phạm Ngọc Thẩm,1
21801,Nguyễn Hoàng Sơn,1
21802,Võ Tiến Dũng,0
21803,Huỳnh Thị Kim Yến,0
21804,Bùi Thanh Kha,1
21805,Trần Trương,1
21806,Trương Văn Sanh,1
21807,Đinh Thùy Phương Thảo,0
21808,Trần Thị Mỹ Nhân,0
21809,Dương Vũ Linh,1
21810,Nguyễn Huỳnh Thư,0
21811,Trương Bảo Khánh,1
21812,Lê Thanh Phong,1
21813,Đoàn Duy Truyện,1
21814,Trương Hữu Toàn,1
21815,Lê Anh Tài,1
21816,Kiều Công Sơn,1
21817,Châu Trọng Huy,1
21818,Nguyễn Văn Rồng,1
21819,Nguyễn Thanh Phương,0
21820,Lê Thị Diệu Trân,1
21821,Cao Thị Huỳnh Như,0
21822,Đỗ Ngọc Thảo Nguyên,0
21823,Trịnh Thị Huyền Trang,0
21824,Nguyễn Ngọc Huy,1
21825,Nhâm Hoàng Giang,1
21826,Nguyễn Thị Thúy Kiều,0
21827,Trần Văn Trà,1
21828,Nguyễn Đặng Minh Nghĩa,1
21829,Trần Quốc Phong,1
21830,Đỗ Thị Nguyệt,0
21831,Trương Đình Hà,1
21832,Phùng Như Ý,0
21833,Nguyễn Thị Thu Thủy,0
21834,Nguyễn Trường Tuệ,1
21835,Trần Lê Bảo Cường,1
21836,Hứa Thị Phấn,0
21837,ĐưỜng Yến Nhi,0
21838,Trần Lê Ngọc Minh,0
21839,Nguyễn Hữu Tân,1
21840,Huỳnh Quốc Khôi,1
21841,Huỳnh Thị Như Quỳnh,0
21842,Nguyễn Thị Ngọc Mỹ,0
21843,Nguyễn Hoàng Long,1
21844,Phạm Thị Mộng Kha,0
21845,Vũ Phúc Thành,1
21846,Võ Trọng Chương,1
21847,Võ Tuấn Dĩ,1
21848,Trần Hà Hoàng Nguyên,1
21849,Nguyễn Thành Luân,1
21850,Nguyễn Thanh Điền,1
21851,Vũ Hoàng Anh Tuấn,1
21852,Lý Quốc Đạt,1
21853,Vũ Thị Thảo Trang,0
21854,Trần Thị Hẩm,0
21855,Đỗ Thu Phương,0
21856,Nguyễn Đồng Đoan Thục,0
21857,Mậu Thị Thiết,0
21858,Trần Công Lộc,1
21859,Trần Hoàng Nhuận Phát,1
21860,Lê Trung Hiếu,1
21861,Thái Hoàng Duy,1
21862,Trần Văn Tuyên,1
21863,Trần Hoàng Thảo Vân,0
21864,Hồ Vũ Khang,1
21865,Nguyễn Gia Thế,1
21866,Phú Văn Sơn,1
21867,Lưu Anh Dũng,1
21868,Nguyễn Thị Hoa,0
21869,Nguyễn Thị Thu Thảo,0
21870,Võ Hoàng Minh Ngân,0
21871,Nguyễn Văn Bảo,1
21872,Bùi Thị Kim Hậu,0
21873,Nguyễn Thị Hồng Thắm,0
21874,Võ Chí Thiên,1
21875,Trương Văn Nguyên,1
21876,Nguyễn Thị Cúc,0
21877,Nguyễn Quang Đạt,1
21878,Nguyễn Thị Kim Thoa,0
21879,Trần Thị Cẩm Thu,0
21880,Hàng Minh Trí,1
21881,Đào Thị Ngọc Nga,0
21882,Trần Minh Hoàng Long,1
21883,Lê Thị Thảo Trinh,0
21884,Đỗ Tùng Lâm,1
21885,Võ Tuấn Kiệt,1
21886,Nguyễn Thị Minh Anh,0
21887,Dương Thành Phát,1
21888,Phạm Ngọc Hải,1
21889,Nguyễn Thị Dinh,0
21890,Huỳnh Hồng Lạc,1
21891,Phạm Ngô Ngọc Duyệt,1
21892,Nguyễn Hồng Quang,1
21893,Trần Hoàng Thắng,1
21894,Nguyễn Hải Ly,0
21895,Nguyễn Duy Thanh,1
21896,Dương Tú Vân,0
21897,Võ Huỳnh Việt,1
21898,Nguyễn Thị Kiều Loan,0
21899,Nguyễn Minh Huy,1
21900,Hồ Thị TỐ Quyên,0
21901,Lê Quang Hiệp,1
21902,Nguyễn Quang Hải,1
21903,Trịnh Thị Nga,0
21904,Hoàng Thị Ý Loan,0
21905,Huỳnh Thanh Phương,1
21906,Diệu Nguyễn Trung Tiến,1
21907,Đặng Hoàng Giang,1
21908,Lê Trúc Thủy,0
21909,Trần Văn Vũ,1
21910,Tiêu Công Quyền,1
21911,Trần Trí Thức,0
21912,Lê Huỳnh Trâm,0
21913,Trần Đức Linh,1
21914,Huỳnh Bảo HỌc,1
21915,Đoàn Hữu Đức,1
21916,Nguyễn Duy Phú,1
21917,Võ Nguyễn Hoài Sơn,1
21918,Vũ Thị Quỳnh Như,0
21919,Trần Đức Bình,1
21920,Trần Văn Hùng,1
21921,Trần Minh Nguyệt,0
21922,Danh Tita,1
21923,Bùi Minh Tuấn,1
21924,Cao Thị Hoài Tâm,0
21925,Phạm Xuân Đạt,1
21926,Từ Thiên Phúc,1
21927,Nguyễn Quốc Toàn,1
21928,Dương Thị Tuyết Nhi,0
21929,Nguyễn Mạnh Đường,1
21930,Vũ Quốc Minh,1
21931,Trần Thị Hồng Phúc,0
21932,Đào Đồn Điền,1
21933,Phan Thị Bích Trâm,0
21934,Đoàn Văn Bảo,1
21935,Nguyễn Nữ Anh Đài,0
21936,Nguyễn Ngọc Minh Trí,1
21937,Trần Thị Hồng Hạnh,0
21938,Phan Thị Phương,0
21939,Lê Thị Kim Xuân,0
21940,Nguyễn Thị Duyên,0
21941,Hồ Thị Thùy Dương,0
21942,Huỳnh Thiên Chiếu,1
21943,Nguyễn Thị Thanh Nga,0
21944,Hồ Thị Ngọc Thi,0
21945,Lê Trần Liên Hoa,0
21946,Nguyễn Thị Kim Tuyến,0
21947,Đặng Ngọc Minh,1
21948,Lê Minh Chánh,1
21949,Huỳnh Phạm Chánh Nghĩa,1
21950,Phạm Ngọc Hà,1
21951,Lâm Minh Thi,1
21952,Hoàng Thị Nga,0
21953,Phạm Nguyễn Thị Phi Nhung,0
21954,Đoàn Thị Huệ,0
21955,Lê Ngọc Phương Trinh,0
21956,Huỳnh Minh Lý,1
21957,Nguyễn Thị Khánh Giang,0
21958,Nguyễn Gia Thịnh,1
21959,Hồ Đắc Thành,1
21960,Lê Thị Thủy,0
21961,Lương Thanh Nhàn,1
21962,Nguyễn Đại Kỳ,1
21963,Lê Nguyên Tuấn Anh,1
21964,Nguyễn Thị Thu Nga,0
21965,Liêu Gia Phụng,0
21966,Ngô Chí Thanh,1
21967,Ngô Văn Lợi,1
21968,Bùi Anh Tuấn,1
21969,Lê Hoài Thu,0
21970,Võ Thanh Thuận,1
21971,Nguyễn Phước Anh,1
21972,Đặng Đình Quyền Anh,1
21973,Hồ Thanh Hết,1
21974,Trần Thanh Huyền,0
21975,Trương Đình Tin,1
21976,Nguyễn Thanh Danh,1
21977,Nguyễn Mai Nam Thái,0
21978,Trịnh Anh Tú,1
21979,Nguyễn Hoài Nam,1
21980,Tounẻh Naria,0
21981,Trần Quốc Thái,1
21982,Nguyễn Thị Ngọc Bích,0
21983,Đặng Xuân Minh,1
21984,Nguyễn Thiết Vinh,1
21985,Phạm Hữu Cảnh,1
21986,Lê Thị Bích Quân,0
21987,Võ Thị Hồng Huế,0
21988,Trần Ngọc Hoàng Mỹ,0
21989,Huỳnh Đăng Dương,1
21990,Đoàn Thị Mỹ Huệ,0
21991,Đặng Nguyễn Anh Thi,0
21992,Phan Thị Hương,0
21993,Nguyễn Thành Luân,1
21994,Trần Hoàng Phi,1
21995,Trần Huỳnh Đạt,1
21996,Trần Ngọc Tiến,1
21997,Trần Văn Khởi,1
21998,Tạ Thanh Xuân,0
21999,La Quốc Thống,1
22000,Nguyễn Trần Minh Khôi,1
22001,Ngâu Tú Trinh,0
